CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
481,Female,34,5,0.0,2,1,1,125253.5,0
498,Male,46,1,91857.7,1,1,0,101954.8,1
512,Male,31,6,0.0,2,1,0,168462.3,0
594,Female,56,7,0.0,1,1,0,26215.9,1
570,Female,30,10,176173.5,1,1,0,97045.3,1
721,Male,38,7,0.0,1,0,1,53534.8,0
453,Female,37,4,131834.8,2,1,0,8949.2,0
562,Male,48,3,92348.0,1,1,1,163116.8,0
682,Male,40,4,0.0,2,1,1,140745.9,0
748,Male,40,3,95297.1,1,0,0,171515.8,0
729,Female,32,9,0.0,2,0,0,150803.4,0
663,Male,39,4,0.0,1,1,0,76884.1,0
735,Female,53,8,123845.4,2,0,1,170454.9,1
627,Male,62,3,143426.3,2,1,1,143104.3,0
713,Male,46,5,0.0,1,1,1,55701.6,0
562,Male,31,2,112708.2,1,0,1,186370.3,0
632,Male,43,2,100013.5,1,1,0,24275.3,0
479,Female,33,2,208165.5,1,0,0,50774.8,1
658,Male,21,7,0.0,2,0,1,154279.9,0
598,Female,40,9,0.0,1,1,0,68462.6,1
597,Male,19,2,0.0,2,1,1,91036.7,0
512,Female,33,6,121685.3,2,1,1,83682.0,0
704,Male,39,2,111525.0,1,1,0,199485.0,0
474,Male,26,6,0.0,2,0,0,152491.2,0
604,Male,36,10,113546.3,1,1,1,134875.4,0
683,Male,41,6,95696.5,2,1,1,184366.1,0
537,Male,28,0,88963.3,2,1,1,189839.9,0
794,Male,31,0,144880.3,2,0,1,175643.4,0
732,Male,55,9,136576.0,1,0,1,3268.2,1
495,Female,38,2,63093.0,1,1,1,47089.7,0
552,Male,38,10,132271.1,2,1,1,46562.0,0
602,Female,29,3,88814.4,2,1,1,62488.0,0
607,Male,40,5,90594.6,1,0,1,181598.3,0
675,Female,33,0,141816.3,1,1,0,64815.1,1
443,Female,54,3,138548.0,1,1,1,70196.2,1
727,Female,31,2,52192.1,2,0,1,160383.5,0
482,Male,38,4,124976.2,1,1,0,35848.1,0
686,Female,34,1,0.0,2,1,0,87278.5,0
588,Male,35,3,104356.4,1,1,0,94498.8,0
605,Female,48,10,150315.9,1,0,1,133486.4,0
583,Male,39,1,129299.3,2,1,0,73107.6,0
738,Male,37,7,140950.9,2,1,0,195334.0,0
744,Male,30,1,128065.1,1,1,0,121525.5,0
781,Male,23,2,107433.5,1,1,0,173843.2,0
699,Male,34,2,117468.7,1,1,0,185227.4,0
639,Female,27,2,0.0,2,0,0,125244.2,0
583,Female,27,4,0.0,3,1,0,163113.4,0
587,Male,42,1,0.0,1,0,0,123006.9,0
694,Male,40,9,0.0,2,1,0,40463.0,0
570,Female,29,4,153040.0,1,1,1,131363.6,1
692,Male,45,6,142084.0,4,1,0,188305.9,1
511,Female,30,5,0.0,2,1,0,143994.9,0
788,Male,32,4,112079.6,1,0,0,89368.6,0
526,Male,66,7,132044.6,2,1,1,158365.9,0
749,Female,46,9,66582.8,1,1,0,78753.1,1
691,Female,33,6,0.0,2,1,1,100408.3,0
481,Female,39,6,0.0,1,1,1,24677.5,0
752,Male,33,4,0.0,2,1,1,39570.8,0
658,Female,38,6,102895.1,1,0,0,155665.8,0
679,Male,42,2,0.0,1,1,1,168294.3,0
754,Male,27,7,117578.4,2,0,1,87908.0,0
679,Male,47,10,198546.1,2,1,0,191198.9,1
633,Female,39,2,0.0,2,0,0,191207.0,0
674,Female,31,1,0.0,1,1,0,128954.1,0
600,Male,28,2,116623.3,1,0,1,59905.3,0
645,Male,49,8,0.0,2,1,0,162012.6,0
698,Male,36,6,0.0,2,0,1,19232.0,0
508,Male,54,10,0.0,1,1,1,175749.4,0
555,Female,44,3,105770.7,3,1,0,60534.0,1
751,Female,48,9,0.0,1,1,0,137508.4,1
738,Female,39,1,94435.5,2,0,1,189430.9,0
706,Female,39,8,112889.9,1,0,1,6723.7,0
595,Female,53,7,0.0,2,1,0,41371.7,1
577,Female,43,3,127940.5,1,0,0,125140.7,1
578,Female,36,8,129745.1,1,1,1,143683.8,0
699,Male,32,3,0.0,2,1,1,170770.4,0
826,Female,30,5,0.0,2,0,1,157397.6,0
656,Female,46,7,141535.5,1,1,0,50595.2,1
556,Female,47,2,139914.3,1,1,1,50391.0,0
569,Male,41,4,120243.5,1,1,0,163150.0,1
765,Male,34,9,91835.2,1,0,0,138280.2,0
544,Male,37,2,0.0,2,0,0,135067.0,0
588,Female,22,9,67178.2,1,1,1,163534.8,1
740,Female,31,8,0.0,2,0,0,86657.5,0
850,Male,38,7,115378.9,1,0,1,162087.8,0
766,Male,30,4,127786.3,2,1,1,28879.3,0
849,Female,41,6,0.0,2,1,1,169203.5,1
612,Female,33,0,64900.3,2,1,0,102426.1,0
517,Male,53,0,109172.9,1,1,0,54676.1,1
645,Female,55,7,0.0,2,1,1,18369.3,0
696,Male,43,4,114091.4,1,0,1,159888.1,0
716,Female,40,3,0.0,2,0,1,167636.2,0
590,Male,32,9,0.0,2,1,0,138889.2,0
656,Female,45,7,145933.3,1,1,1,199392.1,0
473,Female,35,7,131504.7,1,1,0,189560.4,0
742,Female,44,8,107926.0,1,0,1,17375.3,1
834,Female,57,8,112281.6,3,1,0,140225.1,1
721,Male,41,7,0.0,2,0,1,61018.9,0
590,Male,29,10,0.0,1,1,1,51907.7,1
516,Female,31,7,0.0,1,1,0,47018.8,0
850,Male,33,0,124781.7,1,0,1,33700.5,0
748,Female,39,9,132865.6,1,1,1,59636.4,1
798,Female,38,4,129055.1,1,1,0,157147.6,0
612,Male,76,6,96166.9,1,1,1,191393.3,0
540,Female,40,3,165298.1,1,0,1,199862.8,0
719,Female,33,7,0.0,2,1,0,20016.6,0
598,Male,48,6,120682.5,1,1,0,30635.5,1
796,Male,32,5,102773.2,2,0,1,117832.9,0
579,Male,42,0,144386.3,1,1,1,22497.1,1
850,Female,40,7,104449.8,1,1,1,747.9,0
599,Male,35,6,137102.7,1,0,0,76870.8,0
724,Female,30,9,142475.9,1,1,1,107848.2,0
508,Female,43,9,0.0,1,1,0,103726.7,0
773,Male,37,2,103195.2,2,1,0,178268.4,0
526,Male,28,1,112070.4,1,0,1,126281.8,0
542,Female,29,7,0.0,2,0,1,196651.7,0
470,Male,35,1,96473.6,1,0,0,5962.3,0
805,Male,37,5,0.0,2,1,0,21928.8,0
548,Male,49,9,108437.9,1,0,0,127022.9,1
672,Male,37,5,153195.6,1,1,1,162763.0,0
773,Male,45,8,96877.2,1,1,1,113950.5,0
614,Male,44,6,0.0,2,0,1,104930.5,0
537,Female,38,10,0.0,1,0,0,52338.0,1
704,Female,40,6,95452.9,1,0,1,179964.6,0
586,Male,41,3,63873.6,1,1,0,83753.6,0
677,Female,24,0,148298.6,2,0,0,182914.0,0
558,Female,31,7,0.0,2,1,0,166720.3,0
634,Female,37,7,143258.9,2,1,0,192722.0,0
655,Male,37,9,121342.2,1,1,1,180241.4,0
619,Female,28,6,99152.7,2,1,0,48475.1,0
662,Female,41,4,0.0,2,1,0,126551.5,0
705,Male,33,7,68423.9,1,1,1,64872.6,0
527,Female,35,8,0.0,1,1,0,98031.5,1
630,Female,25,7,79656.8,1,1,0,93524.2,0
850,Male,35,2,0.0,2,1,1,56991.7,0
668,Female,53,10,110240.0,1,0,0,183980.6,1
573,Female,32,9,125321.8,2,1,1,130234.6,0
680,Male,27,3,0.0,1,1,0,32454.3,0
758,Female,32,2,84378.9,1,1,1,75396.4,0
597,Male,45,7,0.0,2,0,0,167756.5,0
580,Male,35,10,136281.4,2,1,1,24799.5,0
622,Male,59,5,119380.4,1,1,1,60429.4,0
638,Male,62,4,108716.6,2,1,1,74241.1,0
640,Female,20,4,0.0,2,0,1,78310.8,0
644,Male,28,0,0.0,2,1,0,119419.4,0
753,Female,31,6,106596.3,1,0,0,91305.8,0
629,Female,37,10,99546.3,3,0,1,25137.0,1
775,Female,30,5,0.0,1,1,0,193880.6,1
701,Female,41,2,0.0,1,1,0,47856.8,0
708,Male,19,7,112615.9,1,1,1,4491.8,0
521,Female,22,10,0.0,1,1,1,101312.0,0
636,Female,24,9,0.0,2,0,1,38830.7,0
529,Female,31,5,0.0,2,1,0,26817.2,0
757,Male,28,3,75381.2,1,1,1,199727.7,0
767,Female,24,5,0.0,2,1,1,67445.9,0
525,Male,33,5,0.0,2,1,0,161002.3,0
759,Male,38,1,0.0,2,1,0,20778.4,0
520,Female,45,1,123086.4,1,1,1,41042.4,1
738,Female,26,3,0.0,2,1,0,67484.2,0
548,Male,37,4,0.0,1,1,0,121763.7,0
535,Male,48,9,109472.5,1,1,0,157358.4,1
615,Male,59,4,155766.1,1,1,1,110275.2,0
850,Male,38,7,101985.8,2,0,0,43801.3,0
487,Female,34,2,96019.5,1,0,0,9085.0,0
731,Male,30,7,0.0,2,0,1,143086.1,0
726,Female,35,9,0.0,2,0,1,100557.0,0
609,Female,35,2,147900.4,1,1,0,140000.3,0
714,Male,52,4,100755.7,1,1,1,186775.3,0
694,Female,35,7,0.0,1,1,0,133570.4,1
786,Female,33,0,83036.1,1,0,1,154990.6,1
698,Male,27,6,125427.4,2,0,0,27654.4,0
601,Female,46,3,98202.8,1,0,0,137763.9,0
769,Male,41,1,72509.9,1,1,0,25723.7,0
850,Male,44,3,140393.7,2,0,1,186285.5,0
646,Female,50,5,142644.6,2,1,1,142208.5,1
659,Female,44,9,23503.3,1,0,1,169862.0,1
487,Male,33,8,145729.7,1,1,0,41365.9,0
740,Female,40,2,122295.2,2,1,1,30812.8,0
686,Male,39,4,0.0,2,1,0,155023.9,0
612,Female,36,5,119799.3,2,1,0,159416.6,0
655,Male,37,8,163708.6,2,0,0,76259.2,0
617,Male,34,1,61687.3,2,1,0,105965.3,0
674,Female,27,4,79144.3,1,0,1,50743.8,0
711,Male,32,5,0.0,2,1,1,147720.3,0
624,Female,27,7,104848.7,1,1,1,167387.4,0
597,Male,26,5,0.0,2,0,1,95159.1,0
682,Male,46,4,0.0,1,1,1,4654.3,0
775,Male,45,8,0.0,1,1,0,130376.7,0
727,Female,29,1,146652.0,1,1,1,173486.4,0
629,Male,31,6,0.0,2,1,0,93881.8,0
684,Male,46,0,0.0,2,1,1,36377.0,0
549,Female,37,1,130622.3,2,1,1,128499.9,0
593,Male,69,2,187013.1,2,0,1,105898.7,0
536,Male,40,9,0.0,2,1,1,11959.0,0
707,Female,36,6,0.0,1,0,0,98810.8,0
592,Male,41,0,0.0,2,1,0,65906.1,0
703,Male,44,6,98862.5,1,1,0,151516.7,0
723,Female,45,4,0.0,2,1,0,37214.4,0
452,Male,52,1,98443.1,2,0,0,92034.0,0
552,Male,42,4,0.0,2,0,0,195692.3,0
633,Female,47,0,0.0,1,1,1,6342.8,1
479,Female,23,9,123575.5,1,0,1,95148.3,0
768,Male,25,6,0.0,2,1,1,21215.7,0
742,Male,31,4,105239.1,1,1,1,19700.2,0
668,Male,56,9,110993.8,1,1,0,134396.6,1
707,Male,44,3,0.0,2,1,1,135077.0,0
754,Male,39,7,157692.0,2,1,0,133600.9,1
544,Male,47,5,105245.2,1,0,0,99922.1,1
718,Male,32,8,0.0,2,1,1,41399.3,0
762,Male,31,7,117687.4,1,1,1,159344.4,0
772,Male,23,2,0.0,2,1,0,18364.2,0
691,Female,37,7,123067.6,1,1,1,98162.4,1
502,Male,45,0,0.0,1,0,0,84663.2,0
563,Female,34,6,0.0,2,0,0,36536.9,0
676,Female,41,4,101457.1,1,1,1,79101.7,0
576,Male,52,2,100549.4,2,1,1,16644.2,0
629,Male,35,4,174588.8,2,0,1,158420.1,0
625,Male,52,8,121161.6,1,1,0,48988.3,0
628,Male,45,9,0.0,2,1,1,96862.6,0
471,Female,36,5,90063.7,2,1,1,96366.7,0
811,Female,45,5,0.0,2,1,1,146123.2,0
504,Male,42,3,134937.0,2,0,0,135178.9,0
687,Female,24,3,110495.3,1,1,0,158615.4,0
660,Female,37,2,133200.1,1,0,0,71433.9,0
548,Female,41,4,82596.8,1,0,1,55672.1,0
609,Male,31,9,103837.8,1,1,1,150218.1,0
659,Female,42,2,0.0,1,0,0,162734.3,1
526,Male,52,8,93590.5,1,0,1,21228.7,1
725,Male,40,8,104149.7,1,1,0,62027.9,0
519,Male,38,1,114141.6,1,1,1,60988.2,1
562,Female,31,9,117153.0,1,1,1,108675.0,0
482,Male,45,7,156353.5,1,1,0,72644.0,1
535,Male,37,3,175534.8,2,1,1,9241.5,0
561,Female,27,9,135637.0,1,1,0,153080.4,1
661,Female,30,7,0.0,2,1,0,72196.6,0
771,Male,27,2,0.0,2,1,1,199527.3,0
545,Male,26,7,0.0,2,0,1,156598.2,0
850,Female,33,2,83415.0,1,0,1,74917.6,0
601,Male,43,3,141859.1,2,1,1,111249.6,0
712,Male,38,7,132767.7,2,1,1,59115.8,0
589,Female,31,10,110635.3,1,1,0,148218.9,0
600,Male,37,8,177657.4,1,1,1,77142.3,0
642,Male,41,4,157777.6,1,1,0,67484.6,0
575,Male,47,9,107915.9,2,1,1,63452.2,1
570,Female,57,5,86568.8,1,0,1,103660.3,0
532,Male,52,9,137755.8,1,1,0,163192.0,1
796,Male,30,2,137262.7,2,1,0,62905.3,0
833,Male,32,6,0.0,1,1,1,44323.2,1
642,Female,36,6,0.0,2,1,1,97938.6,0
655,Male,28,10,0.0,2,0,1,126565.2,0
736,Male,50,9,116309.0,1,1,0,185360.4,1
617,Female,34,0,131244.7,2,1,0,183229.0,0
762,Male,28,3,125155.8,2,1,1,106024.0,0
703,Male,35,5,140691.1,2,1,0,167810.3,0
507,Male,41,3,58820.3,2,1,1,138536.1,0
581,Female,26,3,105099.5,1,1,1,184520.0,1
593,Male,31,9,0.0,2,0,1,20492.2,0
648,Male,23,9,168372.5,1,1,0,134676.7,0
462,Male,34,1,94682.6,2,1,0,138478.2,0
596,Male,36,2,0.0,2,0,1,125558.0,0
627,Female,44,5,0.0,2,1,0,82969.6,1
494,Male,40,7,0.0,2,0,1,158071.7,0
627,Male,73,0,146329.7,1,0,1,43615.7,0
850,Male,37,2,0.0,2,1,0,119970.0,0
632,Female,49,5,167962.7,1,0,0,140201.2,0
490,Male,33,1,0.0,2,1,1,80792.8,0
715,Male,40,7,0.0,1,1,1,141359.1,0
679,Male,48,8,0.0,2,1,0,23344.9,0
619,Male,44,3,116967.7,1,1,0,5075.2,1
465,Female,33,6,0.0,2,1,1,95501.0,0
736,Male,32,7,0.0,1,0,1,79082.6,0
501,Female,34,7,93244.4,1,0,1,199805.6,0
535,Female,29,5,0.0,2,0,1,52709.6,0
759,Female,33,2,0.0,2,1,0,56583.9,0
819,Male,35,1,0.0,2,0,1,3385.0,0
533,Male,43,4,80442.1,2,0,1,12537.4,0
632,Female,35,2,150561.0,2,0,0,64722.6,0
686,Male,60,9,0.0,3,1,1,75246.2,1
687,Female,34,9,125474.4,1,1,0,198929.8,0
667,Female,33,4,127076.7,2,1,0,69011.7,0
699,Female,25,8,0.0,2,1,1,52404.5,0
497,Male,37,8,128650.1,2,1,1,163641.5,0
780,Female,33,6,145580.6,1,1,1,154598.6,0
652,Female,51,3,0.0,1,1,0,173989.5,1
477,Male,47,9,144900.6,1,1,0,61315.4,1
652,Female,37,4,0.0,2,1,0,143393.2,0
488,Female,31,8,97588.6,1,0,0,124210.5,0
572,Male,24,1,0.0,2,1,1,151460.8,0
755,Female,38,1,0.0,2,1,0,20734.8,0
779,Female,24,10,122200.3,2,1,0,43705.6,0
693,Female,46,3,151709.3,1,1,0,180736.2,0
530,Female,22,7,0.0,2,1,0,104170.5,0
738,Female,33,3,122134.4,2,0,1,27867.6,0
690,Male,31,2,137260.5,2,1,0,55387.3,0
611,Female,30,9,88594.1,1,1,0,196332.5,0
643,Male,34,6,0.0,2,1,1,116046.2,0
632,Male,41,8,127205.3,4,1,0,93874.9,1
727,Female,31,10,96997.1,2,0,0,76614.0,0
508,Female,64,2,0.0,1,1,1,6076.6,0
550,Male,31,5,142200.2,2,1,1,122221.7,0
754,Female,39,3,160761.4,1,1,1,24156.0,0
759,Male,26,4,0.0,2,1,0,135394.6,0
794,Male,33,8,0.0,2,0,0,91340.0,0
549,Male,29,3,0.0,2,1,0,146090.4,0
671,Male,31,0,116234.6,1,1,0,172096.1,0
756,Female,26,5,155143.5,1,0,1,135034.6,1
632,Female,21,1,0.0,2,1,0,84008.7,0
579,Male,38,8,0.0,2,0,0,91763.7,0
748,Male,34,5,84009.5,1,1,1,137001.1,0
488,Female,28,7,139246.2,2,1,0,106799.5,0
710,Male,58,7,170113.0,2,0,1,10494.6,0
619,Female,41,8,0.0,3,1,1,79866.7,1
773,Male,64,2,145578.3,1,0,1,186172.9,0
657,Male,75,7,126274.0,1,0,1,91673.6,0
579,Female,26,10,162482.8,1,1,1,18458.2,0
542,Male,29,9,0.0,1,1,0,8342.4,0
709,Female,32,2,87814.9,1,1,0,138578.4,0
617,Male,61,3,113859.0,1,1,1,38129.2,0
568,Male,43,5,87612.6,4,1,1,107155.4,1
769,Female,73,1,0.0,1,1,1,29792.1,0
608,Male,26,1,106649.0,1,0,1,7063.6,0
503,Male,31,4,0.0,2,1,1,21645.1,0
608,Female,38,8,103653.5,2,1,1,137079.9,0
731,Male,37,3,116880.5,1,0,0,172718.4,1
850,Female,40,4,97990.5,2,0,0,106691.0,0
591,Female,34,4,150635.3,1,1,1,72274.8,0
579,Male,37,4,0.0,2,1,1,32246.6,0
570,Male,39,10,129674.9,2,1,0,80552.4,0
709,Female,37,9,0.0,2,1,0,16733.6,0
611,Male,53,3,83568.3,1,0,0,1235.5,0
775,Male,48,4,178144.9,2,0,0,50168.4,1
699,Male,36,6,147137.7,1,1,1,33687.9,0
618,Male,37,5,0.0,1,0,1,178705.5,1
704,Male,36,3,114370.4,1,0,1,66810.5,0
835,Female,47,5,108289.3,2,1,1,45859.6,1
714,Male,39,3,149887.5,2,1,0,63846.4,0
581,Female,43,4,170172.9,1,0,1,100236.0,0
592,Male,27,3,0.0,2,1,1,19645.7,0
551,Male,43,7,0.0,2,1,0,178393.7,0
689,Female,28,2,64808.3,2,0,0,78591.2,0
604,Female,56,0,62732.7,1,0,1,124954.6,0
514,Female,41,7,0.0,2,1,1,3756.7,0
698,Male,29,5,95167.6,1,1,1,152723.2,0
581,Female,54,2,152509.0,1,1,0,187598.0,1
573,Male,31,0,134644.2,1,1,1,70381.5,0
449,Female,33,8,0.0,2,0,0,156792.9,0
850,Female,31,3,51293.5,1,0,0,35534.7,0
612,Male,41,5,0.0,3,0,0,151256.2,0
690,Male,49,8,116622.7,1,0,1,51011.3,0
599,Female,49,2,0.0,2,1,0,111190.5,0
498,Male,33,1,198113.9,1,1,0,69664.4,0
497,Female,29,4,85646.8,1,0,0,63233.0,1
802,Male,51,7,0.0,1,0,1,40855.8,0
644,Male,33,9,141235.0,1,1,0,95673.1,0
714,Male,34,10,0.0,2,1,1,80234.1,0
690,Female,40,9,77642.0,1,0,0,189051.6,1
522,Male,30,3,0.0,2,1,0,145490.9,0
502,Female,40,7,117304.3,1,0,0,196278.3,0
730,Female,62,2,0.0,2,1,1,162889.1,0
590,Male,36,6,92340.7,2,1,1,174667.6,0
458,Male,35,9,146780.5,2,1,1,3476.4,0
553,Male,41,6,144974.6,1,1,1,19344.9,0
479,Male,47,1,0.0,1,1,0,95270.8,0
693,Male,31,2,0.0,2,1,1,107759.3,0
707,Male,43,10,0.0,2,1,0,118368.2,0
636,Male,37,1,115137.3,1,1,0,52484.0,0
807,Male,33,10,101953.0,2,1,0,178153.7,0
513,Female,45,0,164649.5,3,1,0,49915.5,1
582,Male,31,2,0.0,2,1,1,33747.0,0
694,Male,32,0,91956.5,1,1,1,59961.8,0
777,Male,39,8,0.0,2,1,1,18613.5,0
598,Male,32,9,123938.6,2,1,0,198894.4,0
762,Male,46,6,123571.8,3,0,1,57014.2,1
588,Female,34,3,120777.9,1,1,1,131729.5,0
663,Male,42,5,90248.8,1,1,1,79169.7,0
777,Male,36,7,0.0,1,1,0,106472.3,0
592,Male,71,4,0.0,2,0,1,17013.5,0
631,Male,48,1,106396.5,1,1,1,150661.4,1
725,Female,47,1,104887.4,1,0,0,86622.6,1
850,Male,34,2,72079.7,1,1,1,115767.9,0
540,Male,37,6,0.0,2,1,0,141998.9,0
674,Male,36,2,0.0,2,1,1,182787.2,0
553,Male,38,3,99844.7,1,0,0,187915.7,0
630,Female,28,1,0.0,2,1,1,133267.8,0
466,Male,26,3,156815.7,1,1,1,137476.1,0
613,Male,47,6,146034.7,1,1,1,77146.1,0
558,Male,27,1,152283.4,1,1,0,183271.2,0
775,Female,33,1,118897.1,2,1,1,26362.4,0
698,Male,52,8,96781.4,1,1,1,153373.7,0
608,Male,33,1,102772.7,2,1,0,70705.6,0
670,Female,20,4,0.0,2,1,0,119759.2,0
591,Male,39,8,0.0,2,0,0,42392.2,0
633,Male,40,4,150578.0,1,0,1,34670.6,1
678,Female,46,1,0.0,2,0,0,82106.2,0
590,Male,47,3,0.0,2,1,0,171774.5,0
705,Female,48,0,0.0,2,0,0,149772.6,0
608,Male,42,10,163548.1,1,1,0,38866.9,0
682,Female,37,8,148580.1,1,1,0,35179.2,0
596,Male,32,3,96709.1,2,0,0,41788.4,0
395,Female,34,5,106011.6,1,1,1,17376.6,1
578,Male,37,1,135650.9,1,1,0,199428.2,0
547,Male,55,4,111362.8,3,1,0,16922.3,1
609,Male,37,1,39344.8,1,1,1,178291.9,1
774,Male,36,9,130809.8,1,1,0,152290.3,0
712,Female,27,2,133009.5,1,1,0,126809.2,0
585,Female,28,9,135337.5,2,1,1,40385.6,0
666,Female,32,10,112536.6,2,1,1,34350.5,0
708,Female,35,8,122570.7,1,0,0,199005.9,0
513,Male,44,1,63562.0,2,0,1,52629.7,1
445,Male,37,3,0.0,2,1,1,180012.4,0
690,Male,44,9,100368.6,2,0,0,35342.3,0
850,Male,37,6,0.0,2,1,0,109291.2,0
537,Female,33,7,136082.0,1,1,0,62746.5,0
705,Male,48,9,114169.2,1,0,0,173273.2,1
670,Female,45,5,47884.9,1,1,1,54340.2,0
652,Female,36,1,0.0,2,1,1,19302.8,0
696,Male,24,9,0.0,1,0,0,10883.5,0
747,Male,49,6,202904.6,1,1,1,17298.7,1
511,Female,46,1,0.0,1,1,1,115779.5,1
743,Male,43,2,161807.2,2,0,1,93228.9,1
532,Male,52,3,110792.0,1,1,0,148704.8,1
642,Female,33,9,0.0,2,1,1,150475.1,0
554,Female,54,6,108755.0,1,1,0,40914.3,1
604,Female,34,3,0.0,2,1,0,38587.7,0
602,Female,72,3,0.0,2,1,1,171260.7,0
757,Female,55,9,117294.1,4,1,0,94187.5,1
491,Male,26,4,102251.1,1,1,1,145900.9,0
850,Male,31,4,0.0,2,0,0,152298.3,0
521,Male,22,5,0.0,2,1,1,99828.5,0
726,Male,37,2,132057.9,2,1,0,34744.0,0
596,Male,33,8,0.0,1,1,0,121189.3,1
850,Female,35,7,114285.2,1,0,1,129660.6,0
637,Female,41,9,0.0,2,1,0,145477.4,0
690,Male,32,2,76088.0,1,0,1,151822.7,0
689,Male,40,8,160272.3,1,1,0,49656.2,0
633,Male,63,4,114552.6,1,1,0,73856.3,1
555,Female,27,8,102000.2,1,1,1,116757.0,0
563,Male,24,7,0.0,2,0,0,16319.6,0
494,Female,33,1,137853.0,1,0,1,90273.9,0
534,Male,27,9,0.0,2,1,0,161344.1,0
696,Male,42,7,162318.6,1,1,0,121061.9,0
535,Female,50,1,140292.6,3,0,0,69531.2,1
600,Male,34,0,0.0,2,0,1,3756.2,0
807,Female,34,1,0.0,1,0,0,114448.1,0
714,Female,52,2,0.0,1,0,1,144045.1,1
590,Male,24,7,126431.5,1,1,0,58781.1,0
614,Female,41,3,123475.0,1,1,1,179227.5,0
766,Female,45,6,97653.0,1,1,0,127332.3,0
557,Male,42,4,0.0,2,0,1,86642.4,0
788,Female,49,4,137456.0,1,1,0,184178.3,1
648,Female,38,2,0.0,2,0,1,9551.5,0
726,Female,33,7,99046.3,2,1,1,56053.1,0
773,Male,33,9,0.0,2,1,1,1118.3,0
583,Male,27,4,105907.4,2,1,1,195732.0,0
565,Male,52,5,97720.4,2,1,0,175070.9,1
705,Male,25,9,0.0,2,0,1,112331.2,0
685,Male,43,4,97392.2,2,1,0,43956.8,0
741,Male,29,8,0.0,2,1,1,115994.5,0
658,Female,28,9,152812.6,1,1,0,166682.6,0
575,Male,27,3,139301.7,1,1,0,99844.0,0
844,Female,41,10,76319.6,1,1,1,141175.2,1
559,Male,67,9,125919.4,1,1,0,175911.0,1
725,Male,37,6,124348.4,2,0,1,176984.3,0
450,Male,29,7,117199.8,1,1,1,43480.6,0
738,Female,57,9,148384.6,1,0,0,155047.1,1
642,Female,19,3,113905.5,1,1,1,176137.2,0
618,Male,32,5,133476.1,1,0,1,154843.4,0
590,Male,47,0,117879.3,1,1,1,8214.5,0
735,Male,50,2,0.0,2,0,1,147075.7,0
550,Male,34,8,122359.5,1,0,0,116495.6,0
729,Female,28,0,0.0,2,1,1,31165.1,1
743,Male,59,5,108585.4,1,1,1,192127.2,1
555,Male,31,8,145875.7,1,1,0,137491.2,0
667,Female,36,3,121542.6,2,1,1,186841.7,0
790,Female,41,7,109508.7,1,0,0,86776.4,0
727,Male,34,2,146407.1,1,1,1,72073.7,0
744,Female,39,6,0.0,1,0,0,10662.6,0
629,Male,35,8,112330.8,1,1,1,91001.0,0
619,Female,35,4,90413.1,1,1,1,20555.2,0
634,Male,34,8,105302.7,1,1,1,123165.0,0
608,Female,35,6,0.0,2,1,1,143463.3,0
507,Female,35,1,0.0,2,0,0,92131.5,0
536,Female,35,4,121520.4,1,0,0,77178.4,0
730,Female,43,1,103960.4,1,1,1,193650.2,0
583,Male,39,8,102945.0,1,0,0,52861.9,0
644,Female,24,8,92760.6,1,1,0,35896.8,0
790,Male,37,8,0.0,2,1,1,149418.4,0
807,Female,40,1,134590.2,1,1,1,46253.7,0
581,Female,37,10,104255.0,1,1,0,86609.4,0
627,Female,55,6,0.0,1,0,0,91943.9,1
850,Male,41,3,0.0,2,1,0,128892.4,0
754,Female,35,4,0.0,2,1,0,44830.7,0
551,Male,50,1,121400.0,1,0,1,84508.4,1
637,Male,35,8,147127.8,2,1,1,84760.7,0
699,Male,31,8,125927.5,2,1,0,147661.5,0
542,Female,25,7,0.0,2,0,1,82393.1,0
640,Male,48,1,111599.3,1,0,1,135995.6,0
553,Female,27,3,0.0,2,0,0,159800.2,0
741,Male,38,9,0.0,2,1,0,14379.0,0
598,Male,35,8,114212.6,1,1,1,74322.9,0
660,Female,42,5,0.0,3,1,1,189016.2,1
618,Male,41,4,115251.6,1,0,0,136435.8,0
647,Male,43,9,0.0,2,1,1,78488.4,0
491,Female,68,3,107571.6,1,0,1,113696.0,0
652,Female,32,2,0.0,2,1,0,54628.1,0
650,Female,45,9,152367.2,3,1,0,150835.2,1
413,Male,39,1,130969.8,2,1,1,158891.8,0
416,Female,25,0,97739.0,2,1,1,160523.3,0
629,Male,34,8,0.0,2,1,1,180595.0,0
678,Female,40,4,113794.2,1,1,0,16618.8,0
527,Male,28,6,128396.3,2,1,0,79920.0,0
743,Female,48,5,118207.7,2,0,0,186489.1,1
683,Male,73,9,124730.3,1,1,1,51999.5,0
536,Female,41,9,0.0,1,1,0,121299.1,0
663,Male,52,0,136298.7,1,1,0,144593.3,1
646,Female,38,2,0.0,2,0,0,178752.7,0
707,Male,35,2,0.0,3,1,1,94148.3,0
602,Male,34,5,0.0,2,1,1,77414.5,0
635,Female,47,2,125725.0,2,1,0,63237.0,0
597,Male,67,2,0.0,2,0,1,108645.9,0
503,Male,38,1,0.0,2,1,1,95153.2,0
524,Female,64,5,0.0,1,1,0,136079.6,1
700,Male,46,5,95872.9,1,1,0,98273.0,1
